article,description,html,ierarch,is_available,name,price,region,time,valute
923M649AT938_C980,"Pull en jersey de laine noire avec patch visiteur ""Christian Dior""",https://www.dior.com/fr_fr/products/couture-923M649AT938_C980-pull-en-laine-patch-visiteur-christian-dior,/homme/pret-a-porter/nouveautes>,,"Pull en laine, patch visiteur ""Christian Dior""","550,00€",fr_fr,17.350844621658325,€
833M603BT128_C900,"Indispensable du vestiaire masculin, ce pull col roulé en maille de cachemire noir se distingue par son ""Abeille"" brodée en ton sur ton. À porter sous une veste pour un look chic, ou sous un blouson ou une veste en jean pour une tenue plus décontractée.",https://www.dior.com/fr_fr/products/couture-833M603BT128_C900-pull-en-cachemire-broderie-abeille,/homme/pret-a-porter/nouveautes>,,"Pull en cachemire, Broderie ""Abeille""","800,00€",fr_fr,17.939566135406494,€
963C307S4394_C979,"Ce manteau en drap de cachemire noir se distingue par son élégant col pointe de satin noir et par son étiquette ""Christian Dior Atelier"" brodée au bas de manche. Cette pièce, idéale pour accompagner une tenue du soir, assure ainsi un look élégant.",https://www.dior.com/fr_fr/products/couture-963C307S4394_C979-manteau-en-cachemire-col-en-satin,/homme/pret-a-porter/nouveautes>,,"Manteau en cachemire, Col en satin","2950,00€",fr_fr,18.196775913238525,€
733M601BT666_C440,"Ce pull col rond en maille fine de laine violette se distingue par son ""Abeille"" brodée en ton sur ton. Ce détail signe cette pièce de l'empreinte Dior.",https://www.dior.com/fr_fr/products/couture-733M601BT666_C440-pull-en-laine-broderie-abeille,/homme/pret-a-porter/nouveautes>,,"Pull en laine, Broderie ""Abeille""","450,00€",fr_fr,18.240822315216064,€
963M233ZT578_C980,"Ce pull zippé en jersey de cachemire noir se distingue par son élégant col montant. Nouvel indispensable du vestiaire masculin, cette pièce assure un style élégant et décontracté.",https://www.dior.com/fr_fr/products/couture-963M233ZT578_C980-pull-en-cachemire-col-montant,/homme/pret-a-porter/nouveautes>,,"Pull en cachemire, Col montant","1050,00€",fr_fr,19.094208002090454,€
963M642KT928_C588,"Ce pull col rond en maille de laine bleue se distingue par ses boutons ""Abeille"" en métal placés à l'épaule gauche. Ses rayures bicolores assurent un look moderne et décontracté à cette pièce.",https://www.dior.com/fr_fr/products/couture-963M642KT928_C588-pull-en-laine-boutons-abeille,/homme/pret-a-porter/nouveautes>,,"Pull en laine, Boutons ""Abeille""","1150,00€",fr_fr,19.817009210586548,€
833C301Z4418_C379,"Cette parka en toile de nylon bordeaux est proposée dans un tissu technique avec effet changeant qui crée différents jeux de reflets et de couleurs, assurant une allure mode. ""L'Abeille"" en métal à la poitrine signe cette pièce de l'empreinte Dior.",https://www.dior.com/fr_fr/products/couture-833C301Z4418_C379-parka-en-nylon-effet-changeant,/homme/pret-a-porter/nouveautes>,,"Parka en nylon, Effet Changeant","2300,00€",fr_fr,21.252941370010376,€
963C556A1581_C000,Dit overhemd van wit katoenpopeline heeft een opvallende metalen bij op de kraag voor een moderne look.,https://www.dior.com/nl_be/products/couture-963C556A1581_C000-katoenen-overhemd-metalen-bij,/heren/ready-to-wear/nieuw>,,"Katoenen overhemd, metalen bij","€450,00",nl_be,21.501455068588257,€
963C556A1581_C900,Dit overhemd van zwart katoenpopeline heeft een opvallende metalen bij op de kraag voor een moderne look.,https://www.dior.com/nl_be/products/couture-963C556A1581_C900-katoenen-overhemd-metalen-bij,/heren/ready-to-wear/nieuw>,,"Katoenen overhemd, metalen bij","€450,00",nl_be,21.71139693260193,€
433C529X1223_C089,"Dit witte overhemd van stretchkatoenpopeline heeft een opvallende handgeborduurde signatuur in contrasterend zwart, voor een moderne en chique look.",https://www.dior.com/nl_be/products/couture-433C529X1223_C089-overhemd-van-stretchkatoen-geborduurde-signatuur,/heren/ready-to-wear/nieuw>,,"Overhemd van stretchkatoen, geborduurde signatuur","€480,00",nl_be,22.090726375579834,€
563C574K4180_C000,De bij is een kenmerk van Dior en is op dit witte overhemd van katoenpopeline uitgevoerd in all-over ton-sur-ton borduursels voor een trendy look.,https://www.dior.com/nl_be/products/couture-563C574K4180_C000-katoenen-overhemd-geborduurde-bij,/heren/ready-to-wear/nieuw>,,"Katoenen overhemd, geborduurde bij","€950,00",nl_be,22.198842763900757,€
433C529W1135_C089,Het zwarte Dior by Dior-borduursel is een hoofdthema uit de Spring 2019-collectie en is voor een trendy en verfijnde look op de kraag van dit overhemd van wit stretchpopeline aangebracht.,https://www.dior.com/nl_be/products/couture-433C529W1135_C089-overhemd-van-stretchkatoen-dior-by-dior-borduursel,/heren/ready-to-wear/nieuw>,,"Overhemd van stretchkatoen, Dior by Dior-borduursel","€500,00",nl_be,22.26730227470398,€
863C414Z4209_C900,"Ce blouson en denim stretch de coton noir se distingue par son élégant col en shearling noir pour un look moderne et intemporel. Le jacqueron de cuir noir embossé ""Dior"" au dos signe cette pièce de l'empreinte Dior.",https://www.dior.com/fr_fr/products/couture-863C414Z4209_C900-blouson-denim-en-coton-stretch-col-shearling,/homme/pret-a-porter/nouveautes>,,"Blouson denim en coton stretch, Col shearling","980,00€",fr_fr,22.472591876983643,€
963C447A3830_C901,"Cette doudoune en toile de nylon noir se distingue par son ""Abeille"" en métal, signature Dior placée à la poitrine. Les détails de bord-côte noir à la ceinture et aux poignets assurent un look moderne et décontracté à cette pièce.",https://www.dior.com/fr_fr/products/couture-963C447A3830_C901-doudoune-en-nylon-abeille-metal,/homme/pret-a-porter/nouveautes>,,"Doudoune en nylon, ""Abeille"" métal","1850,00€",fr_fr,23.226357221603394,€
433C529W3580_C980,Het witte Dior by Dior-borduursel is een kenmerkend detail uit de Summer 2019-collectie en is voor een trendy look op de borst van dit overhemd van zwart katoenpopeline aangebracht.,https://www.dior.com/nl_be/products/couture-433C529W3580_C980-katoenen-overhemd-dior-by-dior-borduursel,/heren/ready-to-wear/nieuw>,,"Katoenen overhemd, Dior by Dior-borduursel","€550,00",nl_be,23.560313940048218,€
963C548K1223_C083,Dit overhemd van wit stetchkatoenpopeline is uitgevoerd met opvallende glinsterende stoffen details en een bies bij de kraag voor een trendy en chique look.,https://www.dior.com/nl_be/products/couture-963C548K1223_C083-stretchkatoenen-overhemd-contrasterende-stof,/heren/ready-to-wear/nieuw>,,"Stretchkatoenen overhemd, contrasterende stof","€580,00",nl_be,23.688207149505615,€
433C529W3580_C089,Het zwarte Dior by Dior-borduursel is een hoofdthema uit de Spring 2019-collectie en is voor een trendy look op de borst van dit overhemd van wit katoenpopeline aangebracht.,https://www.dior.com/nl_be/products/couture-433C529W3580_C089-katoenen-overhemd-dior-by-dior-borduursel,/heren/ready-to-wear/nieuw>,,"Katoenen overhemd, Dior by Dior-borduursel","€550,00",nl_be,23.786945819854736,€
963C441Z4416_C579,"Cette doudoune sans manches en toile technique bleue et violette est proposée dans un tissu technique avec effet changeant qui crée différents jeux de reflets et de couleurs pour une allure mode. ""L'Abeille"" en métal à la poche gauche signe cette pièce de l'empreinte Dior.",https://www.dior.com/fr_fr/products/couture-963C441Z4416_C579-doudoune-en-nylon-effet-changeant,/homme/pret-a-porter/nouveautes>,,"Doudoune en nylon, Effet Changeant","1300,00€",fr_fr,24.069529056549072,€
963L455Z0353_C979,"Ce blouson d'aviateur en cuir de veau grainé noir se distingue par son col raffiné en castor noir, et assure ainsi un look moderne et intemporel.",https://www.dior.com/fr_fr/products/couture-963L455Z0353_C979-aviateur-en-cuir-de-veau-col-en-castor,/homme/pret-a-porter/nouveautes>,,"Aviateur en cuir de veau, Col en castor","4200,00€",fr_fr,24.474770069122314,€
733C408A4393_C689,"Incontournable du vestiaire masculin, ce blouson bomber est revisité dans une version mode en serge de laine verte avec des détails de bord-côte noir pour une allure moderne et décontractée. ""L'Abeille"" en métal placée à la poche gauche signe cette pièce de l'empreinte Dior.",https://www.dior.com/fr_fr/products/couture-733C408A4393_C689-bomber-en-laine-abeille-metal,/homme/pret-a-porter/nouveautes>,,"Bomber en laine, ""Abeille"" métal","1900,00€",fr_fr,24.529820442199707,€
863C439A3962_C900,"Ce blouson bomber en serge de nylon noir se distingue par son ruban ""Christian Dior Atelier"" appliqué aux épaules et aux manches. Cette pièce assure ainsi un look moderne et décontracté.",https://www.dior.com/fr_fr/products/couture-863C439A3962_C900-bomber-en-nylon-ruban-christian-dior-atelier,/homme/pret-a-porter/nouveautes>,,"Bomber en nylon, Ruban ""Christian Dior Atelier""","1600,00€",fr_fr,24.707388639450073,€
863J621K0910_C980,"Thème fort de la collection Printemps 2019, la broderie ""Dior by Dior"" blanche est placée à la poitrine de ce T-shirt en jersey de coton noir pour une allure mode. La broderie ""Abeille"" ton sur ton signe cette pièce de l'empreinte Dior Homme.",https://www.dior.com/fr_fr/products/couture-863J621K0910_C980-t-shirt-en-coton-broderie-dior-by-dior,/homme/pret-a-porter/nouveautes>,,"T-Shirt en coton, Broderie ""Dior by Dior""","450,00€",fr_fr,25.39931058883667,€
863J621K0910_C089,"Thème fort de la collection Printemps 2019, la broderie ""Dior by Dior"" noire est placée à la poitrine de ce T-shirt en jersey de coton blanc pour une allure mode. La broderie ""Abeille"" ton sur ton signe cette pièce de l'empreinte Dior Homme.",https://www.dior.com/fr_fr/products/couture-863J621K0910_C089-t-shirt-en-coton-broderie-dior-by-dior,/homme/pret-a-porter/nouveautes>,,"T-Shirt en coton, Broderie ""Dior by Dior""","450,00€",fr_fr,25.717337369918823,€
733J603W3610_C079,"Ce T-shirt en jersey de coton blanc se distingue par sa broderie ""Dior"" argentée, placée sur la poitrine et imitant la signature de Christian Dior. Cette pièce assure ainsi un style mode et décontracté.",https://www.dior.com/fr_fr/products/couture-733J603W3610_C079-t-shirt-en-coton-broderie-signature-dior,/homme/pret-a-porter/nouveautes>,,"T-Shirt en coton, Broderie signature ""Dior""","450,00€",fr_fr,26.48805809020996,€
963C410Z4418_C379,Ce blouson en toile de nylon bordeaux est proposé dans un tissu technique avec effet changeant qui crée différents jeux de reflets et de couleurs. Cette pièce réversible peut également se porter sur la face en toile de nylon noir et assure ainsi une grande polyvalence.,https://www.dior.com/fr_fr/products/couture-963C410Z4418_C379-blouson-en-nylon-reversible,/homme/pret-a-porter/nouveautes>,,"Blouson en nylon, Réversible","1800,00€",fr_fr,27.03104519844055,€
923J611B0533_C984,"T-shirt en jersey de coton noir avec patch visiteur ""Christian Dior""",https://www.dior.com/fr_fr/products/couture-923J611B0533_C984-t-shirt-en-coton-patch-visiteur-christian-dior,/homme/pret-a-porter/nouveautes>,,"T-shirt en coton, patch visiteur ""Christian Dior""","390,00€",fr_fr,27.126182556152344,€
963C447Z4416_C379,"Cette doudoune en toile technique bordeaux est proposée dans un tissu technique avec effet changeant qui crée différents jeux de reflets et de couleurs pour une allure mode. ""L'Abeille"" en métal à la poitrine signe cette pièce de l'empreinte Dior.",https://www.dior.com/fr_fr/products/couture-963C447Z4416_C379-doudoune-en-nylon-effet-changeant,/homme/pret-a-porter/nouveautes>,,"Doudoune en nylon, Effet Changeant","1900,00€",fr_fr,27.52444624900818,€
963C443Z4416_C579,Ce blouson à capuche est proposé dans une version bi-matière ; un tissu technique bleu et violet avec effet changeant juxtaposant une toile de nylon noir. Cet effet de contraste lui assure un look mode.,https://www.dior.com/fr_fr/products/couture-963C443Z4416_C579-blouson-a-capuche-en-nylon-effet-changeant,/homme/pret-a-porter/nouveautes>,,"Blouson à capuche en nylon,  Effet Changeant","1600,00€",fr_fr,28.139344692230225,€
923J611X1241_C485,T-shirt en jersey de coton rose avec imprimé et broderies DIOR x KAWS,https://www.dior.com/fr_fr/products/couture-923J611X1241_C485-t-shirt-en-coton-dior-x-kaws,/homme/pret-a-porter/nouveautes>,,"T-shirt en coton, DIOR x KAWS","450,00€",fr_fr,28.334757089614868,€
923J611X1241_C088,T-shirt en jersey coton blanc avec imprimé et broderies DIOR x KAWS,https://www.dior.com/fr_fr/products/couture-923J611X1241_C088-t-shirt-en-coton-dior-x-kaws,/homme/pret-a-porter/nouveautes>,,"T-shirt en coton, DIOR x KAWS","450,00€",fr_fr,28.385348320007324,€
863J613B0526_C070,"L'un des imprimés forts de la collection Printemps 2019 orne en all-over ce T-shirt en jersey de coton blanc. La broderie ""Abeille"" blanche signe cette pièce de l'empreinte Dior.",https://www.dior.com/fr_fr/products/couture-863J613B0526_C070-t-shirt-en-coton-imprime-all-over-dior,/homme/pret-a-porter/nouveautes>,,"T-Shirt en coton, Imprimé all-over Dior","400,00€",fr_fr,28.41375732421875,€
923J611X1241_C584,T-shirt en jersey de coton bleu marine avec imprimé et broderies DIOR x KAWS,https://www.dior.com/fr_fr/products/couture-923J611X1241_C584-t-shirt-en-coton-dior-x-kaws,/homme/pret-a-porter/nouveautes>,,"T-shirt en coton, DIOR x KAWS","450,00€",fr_fr,29.15169048309326,€
923C450Z0152_C584,Blouson à capuche zippé en toile de nylon bleu marine avec imprimé et broderies DIOR x KAWS,https://www.dior.com/fr_fr/products/couture-923C450Z0152_C584-blouson-en-nylon-dior-x-kaws,/homme/pret-a-porter/nouveautes>,,"Blouson en nylon, DIOR x KAWS","1800,00€",fr_fr,29.2364821434021,€
963J631W5764_C900,"En hommage à Christian Dior et à sa fascination pour les fleurs, ce sweatshirt en molleton de coton noir se distingue par son ""Iris"" brodé à la main à la poitrine. Cette pièce d'exception assure un look moderne et sophistiqué.",https://www.dior.com/fr_fr/products/couture-963J631W5764_C900-sweatshirt-en-coton-broderie-iris,/homme/pret-a-porter/nouveautes>,,"Sweatshirt en coton, Broderie ""Iris""","1950,00€",fr_fr,29.601730823516846,€
733J603W3610_C979,"Ce T-shirt en jersey de coton noir se distingue par sa broderie ""Dior"" argentée, placée sur la poitrine et imitant la signature de Christian Dior. Cette pièce assure ainsi un style mode et décontracté.",https://www.dior.com/fr_fr/products/couture-733J603W3610_C979-t-shirt-en-coton-broderie-signature-dior,/homme/pret-a-porter/nouveautes>,,"T-Shirt en coton, Broderie signature ""Dior""","450,00€",fr_fr,29.81446123123169,€
733C516A1581_C000,"Een klassieker in elke Dior-garderobe, dit witte overhemd van katoenpopeline is uitgevoerd met een opvallende omgekeerde kraag voor een moderne en chique look.",https://www.dior.com/nl_be/products/couture-733C516A1581_C000-katoenen-overhemd-omgekeerde-kraag,/heren/ready-to-wear/nieuw>,,"Katoenen overhemd, omgekeerde kraag","€420,00",nl_be,30.18805980682373,€
lady,,https://www.dior.com/fr_fr/femme/sacs/my-lady-dior/collection/my-lady-dior/sac-my-lady-dior-en-veau-1-84611,/femme/sacs/nouveautes>,,Sac My Lady Dior en veau,"2950,00€",fr_fr,32.29309964179993,€
923J611B0533_C081,"T-shirt en jersey de coton blanc avec patch visiteur ""Christian Dior""",https://www.dior.com/fr_fr/products/couture-923J611B0533_C081-t-shirt-en-coton-patch-visiteur-christian-dior,/homme/pret-a-porter/nouveautes>,,"T-shirt en coton, patch visiteur ""Christian Dior""","390,00€",fr_fr,32.43862771987915,€
833M655KT332_C580,"Als eerbetoon aan het vakmanschap van de Dior-ateliers aan 3 Rue de Marignan in Parijs, is het Christian Dior Atelier-lint te zien op de schouders van deze trui met ronde hals van blauwe wollen jersey. De witte geborduurde bij op de borst draagt het onmiskenbare stempel van Dior.",https://www.dior.com/nl_be/products/couture-833M655KT332_C580-wollen-trui-christian-dior-atelier-lint,/heren/ready-to-wear/nieuw>,,"Wollen trui, Christian Dior Atelier-lint","€550,00",nl_be,32.848485708236694,€
333J666W5864_C980,"Thèmes forts de la collection Printemps 2019, les broderies ""Dior by Dior"" et ""Forever Young"" blanches sont placées à la poitrine de ce sweatshirt en molleton de coton noir. Célébrant l'insouciance de la jeunesse, cette pièce assure un look mode et décontracté.",https://www.dior.com/fr_fr/products/couture-333J666W5864_C980-sweatshirt-en-coton-broderies-dior-by-dior-et-forever-young,/homme/pret-a-porter/nouveautes>,,"Sweatshirt en coton, Broderies ""Dior by Dior"" et ""Forever Young""","590,00€",fr_fr,32.89808392524719,€
333J666B0527_C959,"L'un des imprimés forts de la collection Printemps 2019 orne en all-over ce sweatshirt en molleton de coton noir. La broderie ""Abeille"" noire signe cette pièce de l'empreinte Dior.",https://www.dior.com/fr_fr/products/couture-333J666B0527_C959-sweatshirt-en-coton-imprime-all-over-dior,/homme/pret-a-porter/nouveautes>,,"Sweatshirt en coton, Imprimé all-over Dior","550,00€",fr_fr,33.298917293548584,€
733M601BT666_C440,"Deze fijngebreide, paarse wollen trui met ronde hals is voorzien van een opvallende geborduurde ton-sur-ton bij. Een detail dat dit kledingstuk het onmiskenbare stempel van Dior geeft.",https://www.dior.com/nl_be/products/couture-733M601BT666_C440-wollen-trui-geborduurde-bij,/heren/ready-to-wear/nieuw>,,"Wollen trui, geborduurde bij","€450,00",nl_be,33.37956428527832,€
333J666W3664_C979,"Ce sweatshirt en molleton de coton noir se distingue par sa broderie ""Dior"" argentée, placée sur la poitrine et imitant la signature de Christian Dior. Cette pièce assure ainsi un style mode et décontracté.",https://www.dior.com/fr_fr/products/couture-333J666W3664_C979-sweatshirt-en-coton-broderie-signature-dior,/homme/pret-a-porter/nouveautes>,,"Sweatshirt en coton, Broderie signature ""Dior""","590,00€",fr_fr,33.755922079086304,€
733M205ZT578_C679,Deze trui met capuchon van groen kasjmiertricot is voorzien van een opvallend zwart contrasterende geribd effect op de capuchon voor een chique en casual uitstraling.,https://www.dior.com/nl_be/products/couture-733M205ZT578_C679-trui-van-kasjmier-detail-van-ribboord,/heren/ready-to-wear/nieuw>,,"Trui van kasjmier, detail van ribboord","€1.300,00",nl_be,34.24798798561096,€
833M603BT128_C900,Deze zwarte coltrui van kasjmier is uitgevoerd met een opvallende geborduurde ton-sur-ton bij is een essential in iedere herengarderobe. Draag het model onder een jasje voor een chique look of onder een denim jack voor een meer casual outfit.,https://www.dior.com/nl_be/products/couture-833M603BT128_C900-trui-van-kasjmier-geborduurde-bij,/heren/ready-to-wear/nieuw>,,"Trui van kasjmier, geborduurde bij","€800,00",nl_be,34.29059147834778,€
963M633WT666_C980,Het witte Dior by Dior-motief is een hoofdthema uit de Spring 2019-collectie en is in intarsia op deze trui met ronde hals van zwarte wol aangebracht.,https://www.dior.com/nl_be/products/couture-963M633WT666_C980-wollen-sweater-dior-by-dior-intarsia,/heren/ready-to-wear/nieuw>,,"Wollen sweater,  Dior by Dior-intarsia","€550,00",nl_be,35.239304304122925,€
963M233ZT578_C980,"Deze trui met rits van zwart kasjmiertricot heeft een opvallende, chique hoge kraag. Dit model staat garant voor een chique en casual look en is de nieuwe must have voor iedere herengarderobe.",https://www.dior.com/nl_be/products/couture-963M233ZT578_C980-trui-van-kasjmier-hoge-kraag,/heren/ready-to-wear/nieuw>,,"Trui van kasjmier, hoge kraag","€1.050,00",nl_be,37.292922258377075,€
863M623ZT904_C342,"Deze dubbelgebreide, bordeauxrode wollen coltrui heeft een opvallende rits met daarachter technische stof van zwart nylon die zichtbaar wordt als de rits open is. Een subtiel detail voor een moderne look.",https://www.dior.com/nl_be/products/couture-863M623ZT904_C342-wollen-trui-ritsdetail,/heren/ready-to-wear/nieuw>,,"Wollen trui, ritsdetail","€850,00",nl_be,37.35694861412048,€
833M603BT128_C540,Deze marineblauwe coltrui van kasjmier is uitgevoerd met een opvallende geborduurde ton-sur-ton bij en is een essential in iedere herengarderobe. Draag het model onder een jasje voor een chique look of onder een denim jack voor een meer casual outfit.,https://www.dior.com/nl_be/products/couture-833M603BT128_C540-trui-van-kasjmier-geborduurde-bij,/heren/ready-to-wear/nieuw>,,"Trui van kasjmier, geborduurde bij","€800,00",nl_be,37.93257164955139,€
963C307S4394_C979,"Deze jas van zwart kasjmier is uitgevoerd met een opvallende zwarte satijnen puntrevers en een Christian Dior Atelier-label dat op de mouwboord is geborduurd. Ideaal om bij uw avondoutfit te dragen, voor een chique look.",https://www.dior.com/nl_be/products/couture-963C307S4394_C979-jas-van-kasjmier-satijnen-kraag,/heren/ready-to-wear/nieuw>,,"Jas van kasjmier, satijnen kraag","€2.950,00",nl_be,38.02879571914673,€
863M623ZT904_C900,"Deze dubbelgebreide, zwarte wollen coltrui heeft een opvallende rits met daarachter technische stof van zwart nylon die zichtbaar wordt als de rits open is. Een subtiel detail voor een moderne en chique look.",https://www.dior.com/nl_be/products/couture-863M623ZT904_C900-wollen-trui-ritsdetail,/heren/ready-to-wear/nieuw>,,"Wollen trui, ritsdetail","€850,00",nl_be,38.68583297729492,€
963M642KT928_C588,Deze trui met ronde hals van blauwe wol is uitgevoerd met opvallende bijknopen op de linkerschouder. De tweekleurige strepen geven een moderne en casual look aan dit model.,https://www.dior.com/nl_be/products/couture-963M642KT928_C588-wollen-trui-bijknopen,/heren/ready-to-wear/nieuw>,,"Wollen trui, bijknopen","€1.150,00",nl_be,38.7756712436676,€
863M623ZT904_C542,"Deze dubbelgebreide, marineblauwe wollen coltrui heeft een opvallende rits met daarachter technische stof van zwart nylon die zichtbaar wordt als de rits open is. Een subtiel detail voor een moderne en chique look.",https://www.dior.com/nl_be/products/couture-863M623ZT904_C542-wollen-trui-ritsdetail,/heren/ready-to-wear/nieuw>,,"Wollen trui, ritsdetail","€850,00",nl_be,38.904675006866455,€
